OBJECTID,REGIONNAME,ZONENAME,WOREDANAME,REG_P_CODE,ZON_P_CODE,WOR_P_CODE,REG_Pcode,HRname,HRpcode,HRparent,DRMF_Name,pop_2020,pop_2022,pop_2030,cons_class12,cons_class40,cons_class80,cons_class12_2030,cons_class40_2030,cons_class80_2030,Females_2022_12USD,Males_2022_12USD,Females_2022_40USD,Males_2022_40USD,Females_2022_80USD,Males_2022_80USD,Females_2030_12USD,Males_2030_12USD,Females_2030_40USD,Males_2030_40USD,Females_2030_80USD,Males_2030_80USD
"641",SNNPR,South Omo,Hamer,"07","0707","070704",ET07,Hamer,ET070704,ET0707,Hamar,95862.9609375,127127.372839374,178737.274731126,37743.5472111252,1841.28235763602,1763.66855397012,108435.401651212,9053.31696937371,2032.6934103625,12556.4541777622,14217.8161603751,612.563806271142,693.612435876844,586.743074641009,664.375258213618,39952.8211810588,41978.1301183942,3148.98723954787,3335.76560631747,707.025461805671,748.961821331708
"642",SNNPR,South Omo,Dasenech (Kuraz),"07","0707","070706",ET07,Dasenech (Kuraz),ET070706,ET0707,Desenech,84569.390625,112150.556874542,157680.320513358,33296.9976772555,1624.36174963721,1555.89159165417,95660.6780151399,7986.74995793295,1793.2227563249,11077.1842204666,12542.8219297871,540.397952542441,611.898281237842,517.619149153761,586.105521715361,35245.9981205317,37032.7063651216,2778.0065348502,2942.78063013332,623.731124894505,660.726981641096
"643",SNNPR,Bench Maji,Bero,"07","0711","071108",ET07,Bero,ET071108,ET0711,,19803.837890625,26262.5925440946,36924.4177226604,7797.24601740189,380.381087386455,364.347249386434,22401.1139954824,1870.27836278512,419.923715963728,2593.9735283118,2937.18578734858,126.546417911784,143.289839002388,121.212245271802,137.249880282571,8253.64860635454,8672.04680187423,650.533138156572,689.118723880263,146.06076729961,154.724184928845
"644",SNNPR,Bench Maji,Gurafereda,"07","0711","071102",ET07,Gurafereda,ET071102,ET0711,,56415.625,74814.8202726313,105187.394235897,22212.1848189198,1083.59990127193,1037.92395719908,63814.5420968956,5327.90277032354,1196.24584988302,7389.50897504782,8367.2252241991,360.495541189223,408.192890091061,345.299967230048,390.986727930241,23512.3488300366,24704.2488965529,1853.18794139837,1963.10754115553,416.086493976396,440.766160760615
"645",SNNPR,Bench Maji,Sheka,"07","0711","071101",ET07,Sheka,ET071101,ET0711,,80316.2265625,106510.280711228,149750.261332198,31622.4249640854,1542.66934335405,1477.64268677424,90849.710891911,7585.08030362647,1703.03799175591,10520.0904363918,11912.01828937,513.22025699307,581.124690930133,491.587045256919,556.629100951656,33473.4062708647,35170.2573787304,2638.29502135701,2794.78229731567,592.362437175951,627.497698177284
"646",SNNPR,Bench Maji,Debub Bench,"07","0711","071103",ET07,Debub Bench,ET071103,ET0711,,218147.625,289293.530954879,406738.031041925,85889.9527268979,4190.05807190304,4013.43858538447,246757.71648192,20601.9048016751,4625.63679952294,28573.712208681,32354.3399634255,1393.96215380967,1578.39799727914,1335.20399293304,1511.86530512608,90917.419694349,95526.2522429184,7165.89682547509,7590.93332250892,1608.92094088344,1704.3521391511
"647",SNNPR,Bench Maji,Semen Bench,"07","0711","071110",ET07,Semen Bench,ET071110,ET0711,,181691.203125,240947.338736653,338764.734278913,71536.1849449402,3489.82342690039,3342.72025765489,205520.029787066,17158.9531175646,3852.60905464636,23798.5270247281,26947.3433610384,1161.00581354665,1314.61908483183,1112.06720629348,1259.20521138519,75723.4710636287,79562.0841622185,5968.3455902405,6322.35078520016,1340.04109135784,1419.52400678683
"648",SNNPR,Bench Maji,Menit Goldiye,"07","0711","071105",ET07,Menit Goldiye,ET071105,ET0711,,142475.234375,188941.610645395,265646.239797129,56095.917364319,2736.58494260135,2621.23231047013,161160.881259199,13455.3892814102,3021.06744066389,18661.887077137,21131.0674106008,910.415983552021,1030.87358663371,872.040215113826,987.420164172168,59379.4256514258,62389.5180031191,4680.14643623387,4957.74365753217,1050.80854372453,1113.13598066028
"649",SNNPR,South Omo,Gelila,"07","0707","070703",ET07,Gelila,ET070703,ET0707,,108461.9609375,143835.36677926,202228.213278347,42704.0757266485,2083.27693194278,1995.46256381671,122686.762260596,10243.1690183992,2299.84460230048,14206.7137215788,16086.4238483992,693.071348701861,784.77197230416,663.857070757003,751.692234409364,45203.7083760447,47495.1979847463,3562.84979754803,3774.17592103114,799.947834598822,847.39577219945
"650",SNNPR,South Omo,Male,"07","0707","070707",ET07,Male,ET070707,ET0707,,135962.25,180304.504250597,253502.727160243,53531.5991872141,2611.48716648462,2501.40766054955,153793.718073914,12840.301750347,2882.96508818713,17808.7944012443,20165.1008517386,868.798048325343,983.749161172695,832.176555156903,942.282129277721,56665.0081376682,59537.4998422043,4466.20244276989,4731.10983504078,1002.77282961311,1062.25108630587
"651",SNNPR,Gamo Gofa,Ayida,"07","0710","071015",ET07,Ayida,ET071015,ET0710,,53736.59765625,71262.06429008,100192.32584171,21157.3874911526,1032.14263628209,988.635720791709,60784.1599429007,5074.89489871814,1139.43932967369,7038.60093138015,7969.888047363,343.376570830464,388.808900033727,328.902594090864,372.419812555849,22395.810186151,23531.1101021025,1765.18499597121,1869.88480753381,396.327657754554,419.835353083178
"652",SNNPR,Gamo Gofa,Geze Gofa,"07","0710","071017",ET07,Geze Gofa,ET071017,ET0710,Geza Gofa,108869.4296875,144375.725966949,202987.942095409,42864.5059475835,2091.10336473106,2002.95909651372,123147.67059406,10281.6504476477,2308.48463422682,14260.0853537317,16146.8571557156,695.675071829079,787.720195366198,666.351041993203,754.516183861246,45373.5291905326,47673.6274432087,3576.23467406047,3788.35470529366,802.953070180143,850.579259691921
"653",SNNPR,Dawro,Tocha,"07","0717","071701",ET07,Tocha,ET071701,ET0717,,164452.296875,218086.195697106,306622.652578774,64748.8140401415,3158.70811778991,3025.56213359291,186020.238575056,15530.9074056413,3487.07255552781,21540.5168997958,24390.5727640167,1050.84929506256,1189.88770120901,1006.55399495873,1139.73150976824,68538.8094171735,72013.213956414,5402.0674858076,5722.48458039169,1212.89766147382,1284.83921824598
"654",SNNPR,Dawro,Gena Bosa,"07","0717","071704",ET07,Gena Bosa,ET071704,ET0717,,136782.21875,181391.89475031,255031.565601142,53854.4405528949,2627.23666950876,2516.4932899258,154721.225839981,12917.7397610879,2900.35183546187,17916.1966756564,20286.713671025,874.037644240296,989.682010695267,837.195292120371,947.964897102549,57006.746641491,59896.5619298333,4493.13746653013,4759.64247713483,1008.82040814047,1068.65736963396
"655",SNNPR,Keffa,Tulo,"07","0709","070906",ET07,Tulo,ET070906,ET0709,Tulo,100902.296875,133810.220232406,188133.157803324,39727.6546495942,1938.07511539331,1856.38129973702,114135.647200632,9529.23285086926,2139.54828791461,13216.5234074913,14965.2200714275,644.765135885471,730.07433983462,617.587056854801,699.300218615003,42053.0660056839,44184.8416326838,3314.52358860065,3511.1205435591,744.192463362485,788.333338601168
"656",SNNPR,Keffa,Sayilem,"07","0709","070901",ET07,Sayilem,ET070901,ET0709,,65236.4296875,86512.4114515874,121633.856721102,25685.1472113482,1253.02500448604,1200.20744704662,73792.1965509403,6160.94130762618,1383.28358987173,8544.88774476676,9675.47377199031,416.860435835781,472.015452693521,399.288974168045,452.11903945701,27188.5969753708,28566.8553015672,2142.94115924015,2270.04712041378,481.143252568939,509.681682248298
"657",SNNPR,Keffa,Bita (Big),"07","0709","070910",ET07,Bita (Big),ET070910,ET0709,,119088.1796875,157927.183469387,222040.885049565,46887.8729424247,2287.37942284657,2190.96171879484,134706.611083554,11246.7112164373,2525.16462808477,15598.5717187905,17662.4405204268,760.972829525238,861.657532683972,728.896374782338,825.336911736495,49632.3992217861,52148.390302109,3911.90877633558,4143.93891066554,878.32020225253,930.416701983353
"658",SNNPR,Keffa,Getawa,"07","0709","070903",ET07,Getawa,ET070903,ET0709,,116653.6953125,154698.724846937,217501.76902073,45929.3580473708,2240.61920298907,2146.17253749552,131952.84374281,11016.7980311119,2473.5434357254,15279.6947385447,17301.3724817333,745.416487425291,844.042923027289,713.995762143383,808.464793773102,48617.7787891263,51082.3362092089,3831.93878420534,4059.22559524294,860.364962578521,911.396469000018
"659",SNNPR,Sheka,Anderacha,"07","0708","070802",ET07,Anderacha,ET070802,ET0708,,38249.27734375,50723.7633196598,71316.0904482613,15059.6579856998,734.670814218756,703.702942236837,43265.6754086934,3612.26930877109,811.043736260751,5010.01944444884,5672.90211174674,244.412677093125,276.751043045962,234.11021704306,265.085422599309,15941.1572840514,16749.2546189692,1256.44446092088,1330.96894339582,282.102834225301,298.835422397122
"660",SNNPR,KT,Hadero Tubito,"07","0703","070305",ET07,Hadero Tubito,ET070305,ET0703,,155805.421875,206619.259027612,290500.483418483,61344.331937779,2992.62375913376,2866.47856911223,176239.324711315,14714.2948223872,3303.72284818685,20407.9200275885,23108.1204184033,995.595810186333,1127.32359957039,953.629549751533,1079.80461251111,64935.0499748254,68226.7708889591,5118.02765675707,5421.59727266569,1149.12369987006,1217.28258129785
"661",SNNPR,Hadiya,Dune,"07","0702","070207",ET07,Dune,ET070207,ET0702,,196000.15625,259922.96395283,365443.894413403,77169.9630228709,3764.66182838145,3605.97366042896,221705.60411258,18510.293477529,4156.01836353821,25672.7620002464,29069.5609828299,1252.43994727553,1418.15091542435,1199.64721706459,1358.37296433397,81687.0156892115,85827.9358557716,6438.37812795118,6820.26273398613,1445.5750128247,1531.3175450736
"662",SNNPR,Hadiya,Gembora,"07","0702","070210",ET07,Gembora,ET070210,ET0702,,150070.515625,199013.99044512,279807.70380956,59086.361782451,2882.47087424941,2760.96885280286,169752.284705778,14172.6891431641,3182.118987536,19656.7426506574,22257.5537139944,958.949790005519,1085.82892577055,918.528229147669,1040.05902377263,62544.912202576,65715.4710248098,4929.64262853926,5222.03841450902,1106.82660514062,1172.47668558838
"663",SNNPR,Selti,Misrak Azenet Berbere,"07","0720","072007",ET07,Misrak Azenet Berbere,ET072007,ET0720,,81182.125,107658.580246612,151364.7360511,31963.3499494625,1559.30103823267,1493.57332182051,91829.1720304073,7666.8559231286,1721.3986394006,10633.5087362934,12040.4431228775,518.753343364824,587.389862781521,496.88690149521,562.630183041911,33834.2868977102,35549.4319517168,2666.73878215645,2824.91316536031,598.748764456718,634.262822731084
"664",SNNPR,Gurage,Endiguagn,"07","0701","070108",ET07,Endiguagn,ET070108,ET0701,,78264.5625,103789.494083485,145924.916907107,30814.6356088743,1503.26212282662,1439.89656089877,88528.97080111,7391.32074424257,1659.53418194933,10251.3565527625,11607.7278504121,500.110134636907,566.279961599069,479.029539538453,542.410107213504,32618.3339195515,34271.8392604854,2570.90023311483,2723.39006877949,577.230641568209,611.468378427682
"665",SNNPR,Hadiya,Limu,"07","0702","070203",ET07,Limu,ET070203,ET0702,,302890.40625,401674.027468419,564741.639793758,119255.218452382,5817.75021208599,5572.52018483597,342614.525326741,28605.0298044876,6422.53615812895,39673.6077184336,44922.8781448918,1935.46807151596,2191.5508391167,1853.88440440784,2099.17250515525,126235.681852705,132634.885891595,9949.59904153775,10539.7474662921,2233.93088697765,2366.43379372355
"666",SNNPR,Gurage,Geta,"07","0701","070113",ET07,Geta,ET070113,ET0701,,111435.6953125,147778.944516885,207772.765342708,43874.9062818338,2140.39476543588,2050.17276422943,126050.502314144,10524.0090802574,2362.90013708802,14596.2234868871,16527.470194559,712.073495409774,806.288302733795,682.058240773968,772.301607663935,46443.072115308,48797.3881874115,3660.53352762586,3877.65364332803,821.880246233203,870.629078284256
"667",SNNPR,Hadiya,Analemmo,"07","0702","070208",ET07,Analemmo,ET070208,ET0702,,114881.28125,152348.261840729,214197.088504624,45231.5161156027,2206.57566091827,2113.56400009927,129947.977328505,10849.4108968959,2435.9608871577,15047.5379624327,17038.4987184545,734.090771071491,831.21869536678,703.147446314225,796.181133442575,47879.089503866,50306.2009071937,3773.7170350394,3997.55049349332,847.292740953038,897.548884370649
"668",SNNPR,Selti,Mierab Azenet Berbere,"07","0720","072004",ET07,Mierab Azenet Berbere,ET072004,ET0720,,95297.6796875,126377.73273307,177683.303217066,37520.9824234503,1830.42475024993,1753.26861686173,107795.983686336,8999.93169644822,2020.70709718545,12482.4117317146,14133.9770549187,608.951662115283,689.522367085587,583.283189243997,660.457594156935,39717.2288263329,41730.5949949855,3130.41840518685,3316.09538402091,702.856299566963,744.545370280914
"669",SNNPR,Selti,Sankura,"07","0720","072006",ET07,Sankura,ET072006,ET0720,,134849.09375,178828.307101684,251427.238227613,53093.3228700176,2590.10628126709,2480.92802321537,152534.57122628,12735.1750541848,2859.36154671553,17662.9894385233,20000.0042308383,861.684985857775,975.694965782492,825.363321825766,934.567434636607,56201.0778337438,59050.0517449661,4429.63654920065,4692.37507975164,994.562882788799,1053.5541764225
"670",SNNPR,KT,Doya Gena,"07","0703","070306",ET07,Doya Gena,ET070306,ET0703,,125912.78125,166977.53679492,234765.410481263,49574.8822810917,2418.46256832878,2316.51944256475,142426.260093996,11891.2279362502,2669.87456077178,16492.4810656641,18674.6242609926,804.581996908817,911.036651244067,770.667332666602,872.634599821126,52476.6894793789,55136.8647827127,4136.08903349791,4381.41614844719,928.654210551232,983.736211063045
"671",SNNPR,KT,Daniboya,"07","0703","070307",ET07,Daniboya,ET070307,ET0703,,132091.015625,175170.718991657,246284.779005229,52007.4013534605,2537.1306529026,2430.18542554382,149414.770770035,12474.7016111811,2800.87882121733,17301.7270567173,19590.942718929,844.060881430782,955.739007110747,808.482106981821,915.452660290498,55051.5931834276,57842.2968282008,4339.03687716503,4596.4015978256,974.22101726583,1032.0057577666
"672",SNNPR,KT,Kediada Gambela,"07","0703","070303",ET07,Kediada Gambela,ET070303,ET0703,,183959.46875,243955.368605417,342993.93408887,72429.2555309862,3533.39100959239,3384.45137795141,208085.778765536,17373.1685713022,3900.70571829829,24095.6321120816,27283.7588372949,1175.50001872554,1331.03102568976,1125.95045310642,1274.92535549057,76668.8164819269,80555.3515161385,6042.85548894566,6401.28014836473,1356.77040511291,1437.24559953913
"673",SNNPR,Selti,Dalocha,"07","0720","072005",ET07,Dalocha,ET072005,ET0720,,144358.0625,191438.497771544,269156.788235843,56837.2319610245,2772.74925648358,2655.8722248241,163290.64255572,13633.2039415018,3060.99122650468,18908.5062598219,21410.3171216575,922.447245173038,1044.49671061556,883.564336132823,1000.46904571604,60164.1322227347,63214.0033230891,4741.99515947279,5023.26086293204,1064.69511066926,1127.84621251587
"674",SNNPR,Gurage,Gumer,"07","0701","070109",ET07,Gumer,ET070109,ET0701,,127622.1875,169244.442840304,237952.612415622,50247.9165256936,2451.29589143269,2347.96877418982,144359.855212393,12052.6646002061,2706.12108170152,16716.3848658326,18928.1530855586,815.505093678657,923.404988518132,781.130000094426,884.481586474044,53189.1189887967,55885.4091348372,4192.24104899807,4440.89875278373,941.261725815733,997.091525836083
"675",SNNPR,Segen Peoples',Alle,"07","0713","071301",ET07,Alle,ET071301,ET0713,Alle SW,92951.953125,123266.979086679,173309.676855587,36597.4136082347,1785.36934101648,1710.11238494448,105142.614757596,8778.40081647011,1970.96793954338,12175.1605493232,13786.0730396246,593.962481961197,672.549960861066,568.925831594199,644.200609442311,38739.6000010318,40703.4077070089,3053.36400439907,3234.47059471241,685.555682207536,726.218587742436
"676",SNNPR,Segen Peoples',Derashe,"07","0713","071304",ET07,Derashe,ET071304,ET0713,,136200.90625,180620.995018016,253947.703690337,53625.5638775492,2616.07114280214,2505.79841292374,154063.674124429,12862.8404937453,2888.02559312014,17840.0544023756,20200.4969072624,870.323060482914,985.475948466566,833.637285146232,943.93612896819,56764.4729402024,59642.0067656092,4474.04202417379,4739.4144117271,1004.53300939182,1064.11566901774
"677",SNNPR,Gamo Gofa,Kemba,"07","0710","071012",ET07,Kemba,ET071012,ET0710,Kemba,251500.296875,333523.726967778,468924.360544366,99021.6996833889,4830.67761570682,4627.05470991845,284484.595930851,23751.7377226168,5332.85213770237,32942.3577419377,37301.0070863535,1607.08554821831,1819.71985669158,1539.34383017621,1743.01495638204,104817.817953497,110131.29663204,8261.49346793304,8751.51395377018,1854.90946454535,1964.93117436435
"678",SNNPR,Gamo Gofa,Bonke,"07","0710","071013",ET07,Bonke,ET071013,ET0710,Bonke,256428.265625,340058.886267004,478112.598584597,100961.959188745,4925.33129455857,4717.71854331484,290058.868470579,24217.1360649235,5437.3455677679,33587.8397215645,38031.8936878768,1638.57524210178,1855.37596803203,1569.50617346118,1777.16808996702,106871.648258018,112289.240757528,8423.37153386048,8922.99362125067,1891.25509112687,2003.43259779599
"679",Oromia,Guji,Liben,"04","0414","041407",ET04,Liben,ET041407,ET0414,,170116.125,225597.204982688,317182.906442286,66978.7990326874,3267.49577364006,3129.76416805403,192426.878549573,16065.8004526974,3607.16926435594,22282.3842240134,25230.5975896395,1087.04112640582,1230.86809221456,1041.22027164997,1178.98449378026,70899.3239481811,74493.3889027572,5588.11767994093,5919.5701166061,1254.67052824639,1329.08979205181
"680",Oromia,Guji,Goro Dola,"04","0414","041413",ET04,Goro Dola,ET041413,ET0414,Goro Dola,113584.578125,150628.656478848,211779.374922327,44720.9729909317,2181.66930956208,2089.70750220862,128481.211407583,10726.9499975976,2408.46538867104,14877.6914105216,16846.1795321334,725.804845057047,821.836454255672,695.21078786952,787.194372914075,47338.6623402212,49738.3781321214,3731.12183920804,3952.42881517587,837.729066758,887.417952416025
